p,d_40,eabc_p,e_d,a_d,b_d,c_d,omega_d,shell_d,H_d,E_d
87511,87471,B,0,0,0,1,3,2,1.0,-0.0
87517,87477,E,1,0,0,1,3,1,0.5,1.0
87523,87483,B,1,0,0,2,4,1,0.5555555555555556,0.9182958340544896
87539,87499,C,0,1,0,1,2,0,0.5,1.0
87541,87501,E,0,0,1,0,2,1,1.0,-0.0
87547,87507,B,0,0,2,0,5,3,1.0,-0.0
87553,87513,E,0,1,1,0,3,1,0.5,1.0
87557,87517,A,1,0,0,0,1,0,1.0,-0.0
87559,87519,B,1,0,0,0,2,1,1.0,-0.0
87583,87543,B,0,1,0,1,4,2,0.5,1.0
87587,87547,C,0,0,1,0,1,0,1.0,-0.0
87589,87549,E,0,0,2,1,4,1,0.5555555555555556,0.9182958340544896
87613,87573,E,0,0,1,0,2,1,1.0,-0.0
87623,87583,C,0,0,1,0,1,0,1.0,-0.0
87629,87589,A,1,0,0,0,1,0,1.0,-0.0
87631,87591,B,1,0,2,0,4,1,0.5555555555555556,0.9182958340544896
87641,87601,A,0,2,0,0,2,0,1.0,-0.0
87643,87603,B,0,1,0,0,2,1,1.0,-0.0
87649,87609,E,0,2,1,0,4,1,0.5555555555555556,0.9182958340544896
87671,87631,C,0,0,1,0,1,0,1.0,-0.0
87679,87639,B,0,0,1,1,3,1,0.5,1.0
87683,87643,C,0,0,1,0,1,0,1.0,-0.0
87691,87651,B,0,0,1,0,3,2,1.0,-0.0
87697,87657,E,1,0,0,1,3,1,0.5,1.0
87701,87661,A,1,0,2,0,3,0,0.5555555555555556,0.9182958340544896
87719,87679,C,0,0,1,0,1,0,1.0,-0.0
87721,87681,E,0,1,0,1,3,1,0.5,1.0
87739,87699,B,0,1,1,1,4,1,0.3333333333333333,1.584962500721156
87743,87703,C,0,1,2,1,4,0,0.375,1.5
87751,87711,B,2,1,0,0,4,1,0.5555555555555556,0.9182958340544896
87767,87727,C,1,0,1,0,2,0,0.5,1.0
87793,87753,E,0,0,1,0,2,1,1.0,-0.0
87797,87757,A,0,0,2,0,2,0,1.0,-0.0
87803,87763,C,2,0,1,0,3,0,0.5555555555555556,0.9182958340544896
87811,87771,B,0,2,0,0,3,1,1.0,-0.0
87833,87793,A,1,0,0,0,1,0,1.0,-0.0
87853,87813,E,0,0,0,2,4,2,1.0,-0.0
87869,87829,A,0,0,2,0,2,0,1.0,-0.0
87877,87837,E,0,0,2,1,4,1,0.5555555555555556,0.9182958340544896
87881,87841,A,1,2,0,0,3,0,0.5555555555555556,0.9182958340544896
87887,87847,C,0,1,0,1,2,0,0.5,1.0
87911,87871,C,1,0,1,0,2,0,0.5,1.0
87917,87877,A,1,0,0,0,1,0,1.0,-0.0
87931,87891,B,0,1,0,0,2,1,1.0,-0.0
87943,87903,B,0,0,0,1,3,2,1.0,-0.0
87959,87919,C,1,0,1,0,2,0,0.5,1.0
87961,87921,E,1,0,0,0,3,2,1.0,-0.0
87973,87933,E,0,0,1,0,2,1,1.0,-0.0
87977,87937,A,0,0,0,2,2,0,1.0,-0.0
87991,87951,B,0,0,2,0,3,1,1.0,-0.0
88001,87961,A,1,0,0,0,1,0,1.0,-0.0
88003,87963,B,1,1,0,0,3,1,0.5,1.0
88007,87967,C,0,0,1,2,3,0,0.5555555555555556,0.9182958340544896
88019,87979,C,1,0,1,0,2,0,0.5,1.0
88037,87997,A,1,0,2,0,3,0,0.5555555555555556,0.9182958340544896
88069,88029,E,1,0,0,0,3,2,1.0,-0.0
88079,88039,C,1,0,1,0,2,0,0.5,1.0
88093,88053,E,0,0,2,1,4,1,0.5555555555555556,0.9182958340544896
88117,88077,E,1,1,0,1,4,1,0.3333333333333333,1.584962500721156
88129,88089,E,0,0,0,1,2,1,1.0,-0.0
88169,88129,A,1,0,0,0,1,0,1.0,-0.0
88177,88137,E,0,0,2,0,4,2,1.0,-0.0
88211,88171,C,1,0,1,0,2,0,0.5,1.0
88223,88183,C,1,0,1,0,2,0,0.5,1.0
88237,88197,E,0,0,0,1,2,1,1.0,-0.0
88241,88201,A,2,0,0,0,2,0,1.0,-0.0
88259,88219,C,0,1,0,1,2,0,0.5,1.0
88261,88221,E,1,0,1,0,3,1,0.5,1.0
88289,88249,A,1,0,2,0,3,0,0.5555555555555556,0.9182958340544896
88301,88261,A,1,0,0,0,1,0,1.0,-0.0
88321,88281,E,1,1,0,0,4,2,0.5,1.0
88327,88287,B,0,1,0,0,2,1,1.0,-0.0
88337,88297,A,1,0,0,2,3,0,0.5555555555555556,0.9182958340544896
88339,88299,B,0,0,1,0,3,2,1.0,-0.0
88379,88339,C,0,0,1,0,1,0,1.0,-0.0
88397,88357,A,0,2,0,0,2,0,1.0,-0.0
88411,88371,B,0,0,0,1,5,4,1.0,-0.0
88423,88383,B,0,2,0,0,3,1,1.0,-0.0
88427,88387,C,2,0,1,0,3,0,0.5555555555555556,0.9182958340544896
88463,88423,C,0,0,1,0,1,0,1.0,-0.0
88469,88429,A,0,0,0,2,2,0,1.0,-0.0
88471,88431,B,0,0,1,1,3,1,0.5,1.0
88493,88453,A,0,2,0,0,2,0,1.0,-0.0
88499,88459,C,1,0,1,0,2,0,0.5,1.0
88513,88473,E,0,0,1,2,4,1,0.5555555555555556,0.9182958340544896
88523,88483,C,1,0,1,0,2,0,0.5,1.0
88547,88507,C,1,0,1,0,2,0,0.5,1.0
88589,88549,A,2,0,0,0,2,0,1.0,-0.0
88591,88551,B,0,0,0,1,3,2,1.0,-0.0
88607,88567,C,1,0,1,0,2,0,0.5,1.0
88609,88569,E,2,0,0,0,4,2,1.0,-0.0
88643,88603,C,0,1,0,1,2,0,0.5,1.0
88651,88611,B,0,1,0,0,2,1,1.0,-0.0
88657,88617,E,1,0,1,0,3,1,0.5,1.0
88661,88621,A,1,2,0,0,3,0,0.5555555555555556,0.9182958340544896
88663,88623,B,1,0,1,0,4,2,0.5,1.0
88667,88627,C,0,0,1,2,3,0,0.5555555555555556,0.9182958340544896
88681,88641,E,0,0,3,0,6,3,1.0,-0.0
88721,88681,A,1,0,0,0,1,0,1.0,-0.0
88729,88689,E,1,1,0,1,4,1,0.3333333333333333,1.584962500721156
88741,88701,E,0,0,0,1,2,1,1.0,-0.0
88747,88707,B,1,0,0,0,2,1,1.0,-0.0
88771,88731,B,0,0,1,0,3,2,1.0,-0.0
88789,88749,E,0,1,1,0,5,3,0.5,1.0
88793,88753,A,1,0,2,0,3,0,0.5555555555555556,0.9182958340544896
88799,88759,C,0,1,0,1,2,0,0.5,1.0
88801,88761,E,0,0,1,0,2,1,1.0,-0.0
88807,88767,B,0,1,1,0,4,2,0.5,1.0
88811,88771,C,0,0,1,0,1,0,1.0,-0.0
88813,88773,E,0,1,1,0,3,1,0.5,1.0
88817,88777,A,2,0,0,0,2,0,1.0,-0.0
88819,88779,B,0,2,0,0,3,1,1.0,-0.0
88843,88803,B,1,0,0,2,6,3,0.5555555555555556,0.9182958340544896
88853,88813,A,1,0,0,0,1,0,1.0,-0.0
88861,88821,E,0,0,1,1,4,2,0.5,1.0
88867,88827,B,1,1,0,0,3,1,0.5,1.0
88873,88833,E,0,0,1,0,2,1,1.0,-0.0
88883,88843,C,0,0,1,0,1,0,1.0,-0.0
88897,88857,E,0,1,0,0,5,4,1.0,-0.0
88903,88863,B,0,0,1,1,3,1,0.5,1.0
88919,88879,C,1,0,1,0,2,0,0.5,1.0
88937,88897,A,1,0,0,0,1,0,1.0,-0.0
88951,88911,B,1,1,0,0,5,3,0.5,1.0
88969,88929,E,1,1,0,0,4,2,0.5,1.0
88993,88953,E,0,1,1,0,3,1,0.5,1.0
88997,88957,A,0,0,0,2,2,0,1.0,-0.0
89003,88963,C,0,0,1,2,3,0,0.5555555555555556,0.9182958340544896
89009,88969,A,1,0,0,0,1,0,1.0,-0.0
89017,88977,E,0,0,3,0,4,1,1.0,-0.0
89021,88981,A,0,2,0,0,2,0,1.0,-0.0
89041,89001,E,0,1,1,1,5,2,0.3333333333333333,1.584962500721156
89051,89011,C,1,1,0,1,3,0,0.3333333333333333,1.584962500721156
89057,89017,A,1,0,0,0,1,0,1.0,-0.0
89069,89029,A,0,2,0,0,2,0,1.0,-0.0
89071,89031,B,0,0,0,2,3,1,1.0,-0.0
89083,89043,B,0,0,1,1,3,1,0.5,1.0
89087,89047,C,1,0,1,0,2,0,0.5,1.0
89101,89061,E,0,1,1,0,3,1,0.5,1.0
89107,89067,B,0,0,0,2,3,1,1.0,-0.0
89113,89073,E,0,0,0,1,4,3,1.0,-0.0
89119,89079,B,0,0,1,1,3,1,0.5,1.0
89123,89083,C,0,0,1,0,1,0,1.0,-0.0
89137,89097,E,0,1,1,0,3,1,0.5,1.0
89153,89113,A,1,0,0,0,1,0,1.0,-0.0
89189,89149,A,0,0,0,2,2,0,1.0,-0.0
89203,89163,B,0,0,1,0,3,2,1.0,-0.0
89209,89169,E,0,0,0,1,2,1,1.0,-0.0
89213,89173,A,0,0,2,0,2,0,1.0,-0.0
89227,89187,B,0,1,2,0,4,1,0.5555555555555556,0.9182958340544896
89231,89191,C,1,0,1,0,2,0,0.5,1.0
89237,89197,A,0,0,0,2,2,0,1.0,-0.0
89261,89221,A,0,0,0,2,2,0,1.0,-0.0
89269,89229,E,0,0,3,0,4,1,1.0,-0.0
89273,89233,A,1,2,0,0,3,0,0.5555555555555556,0.9182958340544896
89293,89253,E,0,0,1,1,4,2,0.5,1.0
89303,89263,C,0,1,0,1,2,0,0.5,1.0
89317,89277,E,0,0,0,1,2,1,1.0,-0.0
89329,89289,E,0,0,1,0,4,3,1.0,-0.0
89363,89323,C,1,0,1,0,2,0,0.5,1.0
89371,89331,B,0,0,1,1,3,1,0.5,1.0
89381,89341,A,0,0,2,0,2,0,1.0,-0.0
89387,89347,C,0,1,0,1,2,0,0.5,1.0
89393,89353,A,0,0,0,2,2,0,1.0,-0.0
89399,89359,C,1,0,1,0,2,0,0.5,1.0
89413,89373,E,0,0,3,0,4,1,1.0,-0.0
89417,89377,A,0,0,2,0,2,0,1.0,-0.0
89431,89391,B,0,0,0,2,3,1,1.0,-0.0
89443,89403,B,1,1,0,0,3,1,0.5,1.0
89449,89409,E,0,0,1,0,2,1,1.0,-0.0
89459,89419,C,0,0,1,2,3,0,0.5555555555555556,0.9182958340544896
89477,89437,A,0,2,0,0,2,0,1.0,-0.0
89491,89451,B,1,0,0,0,4,3,1.0,-0.0
89501,89461,A,0,2,0,0,2,0,1.0,-0.0
89513,89473,A,0,0,0,2,2,0,1.0,-0.0
89519,89479,C,1,0,1,0,2,0,0.5,1.0
89521,89481,E,1,0,1,0,3,1,0.5,1.0
89527,89487,B,1,0,1,0,4,2,0.5,1.0
89533,89493,E,1,0,0,1,3,1,0.5,1.0
89561,89521,A,1,0,0,0,1,0,1.0,-0.0
89563,89523,B,0,1,3,0,6,2,0.625,0.8112781244591328
89567,89527,C,0,0,1,0,1,0,1.0,-0.0
89591,89551,C,0,0,1,2,3,0,0.5555555555555556,0.9182958340544896
89597,89557,A,1,0,0,2,3,0,0.5555555555555556,0.9182958340544896
89599,89559,B,0,0,1,1,5,3,0.5,1.0
89603,89563,C,0,0,1,0,1,0,1.0,-0.0
89611,89571,B,2,0,0,0,3,1,1.0,-0.0
89627,89587,C,0,1,0,1,2,0,0.5,1.0
89633,89593,A,0,0,2,0,2,0,1.0,-0.0
89653,89613,E,0,0,1,0,4,3,1.0,-0.0
89657,89617,A,0,0,0,2,2,0,1.0,-0.0
89659,89619,B,0,1,0,0,2,1,1.0,-0.0
89669,89629,A,0,0,0,2,2,0,1.0,-0.0
89671,89631,B,1,0,0,1,4,2,0.5,1.0
89681,89641,A,0,2,0,0,2,0,1.0,-0.0
89689,89649,E,0,0,2,0,4,2,1.0,-0.0
89753,89713,A,1,0,2,0,3,0,0.5555555555555556,0.9182958340544896
89759,89719,C,0,0,3,0,3,0,1.0,-0.0
89767,89727,B,0,0,1,1,3,1,0.5,1.0
89779,89739,B,2,0,0,1,5,2,0.5555555555555556,0.9182958340544896
89783,89743,C,0,1,0,1,2,0,0.5,1.0
89797,89757,E,1,0,0,0,3,2,1.0,-0.0
89809,89769,E,0,1,0,1,3,1,0.5,1.0
89819,89779,C,0,0,1,0,1,0,1.0,-0.0
89821,89781,E,0,0,0,1,2,1,1.0,-0.0
89833,89793,E,0,0,1,1,4,2,0.5,1.0
89839,89799,B,1,1,0,0,3,1,0.5,1.0
89849,89809,A,1,0,0,0,1,0,1.0,-0.0
89867,89827,C,1,0,1,0,2,0,0.5,1.0
89891,89851,C,1,0,1,0,2,0,0.5,1.0
89897,89857,A,0,0,0,2,2,0,1.0,-0.0
89899,89859,B,0,1,1,1,4,1,0.3333333333333333,1.584962500721156
89909,89869,A,1,0,2,0,3,0,0.5555555555555556,0.9182958340544896
89917,89877,E,0,0,1,0,2,1,1.0,-0.0
89923,89883,B,0,1,0,0,4,3,1.0,-0.0
89939,89899,C,0,0,1,0,1,0,1.0,-0.0
89959,89919,B,1,0,1,0,4,2,0.5,1.0
89963,89923,C,0,0,1,0,1,0,1.0,-0.0
89977,89937,E,0,0,1,0,4,3,1.0,-0.0
89983,89943,B,0,0,1,1,3,1,0.5,1.0
89989,89949,E,0,0,1,0,2,1,1.0,-0.0
90001,89961,E,1,0,0,1,3,1,0.5,1.0
90007,89967,B,1,0,0,0,2,1,1.0,-0.0
90011,89971,C,1,0,1,0,2,0,0.5,1.0
90017,89977,A,1,0,0,0,1,0,1.0,-0.0
90019,89979,B,1,1,0,0,3,1,0.5,1.0
90023,89983,C,0,0,1,0,1,0,1.0,-0.0
90031,89991,B,0,1,0,1,6,4,0.5,1.0
90053,90013,A,0,0,2,2,4,0,0.5,1.0
90059,90019,C,0,0,1,0,1,0,1.0,-0.0
90067,90027,B,1,0,1,0,4,2,0.5,1.0
90071,90031,C,0,0,1,0,1,0,1.0,-0.0
90073,90033,E,0,0,0,1,2,1,1.0,-0.0
90089,90049,A,0,2,0,0,2,0,1.0,-0.0
90107,90067,C,0,0,1,0,1,0,1.0,-0.0
90121,90081,E,1,0,0,0,3,2,1.0,-0.0
90127,90087,B,0,1,0,0,2,1,1.0,-0.0
90149,90109,A,0,0,0,2,2,0,1.0,-0.0
90163,90123,B,0,0,1,1,3,1,0.5,1.0
90173,90133,A,0,2,0,0,2,0,1.0,-0.0
90187,90147,B,0,0,2,0,3,1,1.0,-0.0
90191,90151,C,0,1,0,1,2,0,0.5,1.0
90197,90157,A,0,2,0,0,2,0,1.0,-0.0
90199,90159,B,1,1,0,0,3,1,0.5,1.0
90203,90163,C,0,0,1,0,1,0,1.0,-0.0
90217,90177,E,0,0,0,1,2,1,1.0,-0.0
90227,90187,C,0,0,1,0,1,0,1.0,-0.0
90239,90199,C,0,0,1,0,1,0,1.0,-0.0
90247,90207,B,1,1,0,0,5,3,0.5,1.0
90263,90223,C,1,0,1,0,2,0,0.5,1.0
90271,90231,B,0,0,1,1,3,1,0.5,1.0
90281,90241,A,0,1,1,1,3,0,0.3333333333333333,1.584962500721156
90289,90249,E,0,1,1,0,3,1,0.5,1.0
90313,90273,E,0,0,1,0,2,1,1.0,-0.0
90353,90313,A,1,0,0,0,1,0,1.0,-0.0
90359,90319,C,1,0,1,0,2,0,0.5,1.0
90371,90331,C,1,0,1,0,2,0,0.5,1.0
90373,90333,E,0,1,0,0,3,2,1.0,-0.0
90379,90339,B,0,1,0,0,2,1,1.0,-0.0
90397,90357,E,0,0,0,1,2,1,1.0,-0.0
90401,90361,A,2,0,0,0,2,0,1.0,-0.0
90403,90363,B,1,0,2,0,4,1,0.5555555555555556,0.9182958340544896
90407,90367,C,0,1,0,1,2,0,0.5,1.0
90437,90397,A,1,0,0,0,1,0,1.0,-0.0
90439,90399,B,1,0,0,0,2,1,1.0,-0.0
90469,90429,E,0,1,1,0,3,1,0.5,1.0
90473,90433,A,0,0,2,0,2,0,1.0,-0.0
90481,90441,E,1,1,0,0,4,2,0.5,1.0
90499,90459,B,0,0,1,2,5,2,0.5555555555555556,0.9182958340544896
90511,90471,B,0,2,0,0,3,1,1.0,-0.0
90523,90483,B,0,1,0,0,2,1,1.0,-0.0
90527,90487,C,0,1,0,1,2,0,0.5,1.0
90529,90489,E,0,0,3,0,4,1,1.0,-0.0
90533,90493,A,2,0,0,0,2,0,1.0,-0.0
90547,90507,B,1,0,0,0,2,1,1.0,-0.0
90583,90543,B,1,0,0,0,2,1,1.0,-0.0
90599,90559,C,0,2,1,0,3,0,0.5555555555555556,0.9182958340544896
90617,90577,A,0,2,0,0,2,0,1.0,-0.0
90619,90579,B,2,0,0,0,3,1,1.0,-0.0
90631,90591,B,0,1,0,0,2,1,1.0,-0.0
90641,90601,A,0,0,4,0,4,0,1.0,-0.0
90647,90607,C,0,1,0,1,2,0,0.5,1.0
90659,90619,C,0,0,1,0,1,0,1.0,-0.0
90677,90637,A,0,2,0,0,2,0,1.0,-0.0
90679,90639,B,1,0,0,0,6,5,1.0,-0.0
90697,90657,E,0,0,1,1,4,2,0.5,1.0
90703,90663,B,0,0,1,1,3,1,0.5,1.0
90709,90669,E,0,0,1,0,2,1,1.0,-0.0
90731,90691,C,0,1,0,1,2,0,0.5,1.0
90749,90709,A,1,0,0,0,1,0,1.0,-0.0
90787,90747,B,1,0,0,0,4,3,1.0,-0.0
90793,90753,E,2,0,0,1,4,1,0.5555555555555556,0.9182958340544896
90803,90763,C,0,2,1,0,3,0,0.5555555555555556,0.9182958340544896
90821,90781,A,0,0,0,2,2,0,1.0,-0.0
90823,90783,B,0,0,1,2,5,2,0.5555555555555556,0.9182958340544896
90833,90793,A,1,0,0,0,1,0,1.0,-0.0
90841,90801,E,0,0,1,1,6,4,0.5,1.0
90847,90807,B,0,1,0,0,2,1,1.0,-0.0
90863,90823,C,0,0,1,0,1,0,1.0,-0.0
90887,90847,C,0,0,1,0,1,0,1.0,-0.0
90901,90861,E,0,1,1,0,3,1,0.5,1.0
90907,90867,B,0,0,2,0,3,1,1.0,-0.0
90911,90871,C,0,0,1,2,3,0,0.5555555555555556,0.9182958340544896
90917,90877,A,0,0,2,0,2,0,1.0,-0.0
90931,90891,B,0,0,1,0,3,2,1.0,-0.0
90947,90907,C,0,0,1,0,1,0,1.0,-0.0
90971,90931,C,0,0,1,0,1,0,1.0,-0.0
90977,90937,A,0,1,1,1,3,0,0.3333333333333333,1.584962500721156
90989,90949,A,0,0,2,0,2,0,1.0,-0.0
90997,90957,E,0,0,1,0,2,1,1.0,-0.0
91009,90969,E,0,0,0,1,2,1,1.0,-0.0
91019,90979,C,0,2,1,0,3,0,0.5555555555555556,0.9182958340544896
91033,90993,E,0,0,3,0,4,1,1.0,-0.0
91079,91039,C,1,1,0,1,3,0,0.3333333333333333,1.584962500721156
91081,91041,E,0,0,0,1,2,1,1.0,-0.0
91097,91057,A,1,0,0,2,3,0,0.5555555555555556,0.9182958340544896
91099,91059,B,0,0,1,1,3,1,0.5,1.0
91121,91081,A,1,0,0,0,1,0,1.0,-0.0
91127,91087,C,1,0,1,0,2,0,0.5,1.0
91129,91089,E,1,1,0,0,4,2,0.5,1.0
91139,91099,C,0,0,1,0,1,0,1.0,-0.0
91141,91101,E,0,0,1,0,2,1,1.0,-0.0
91151,91111,C,0,1,0,1,2,0,0.5,1.0
91153,91113,E,0,0,0,3,4,1,1.0,-0.0
91159,91119,B,0,0,2,0,3,1,1.0,-0.0
91163,91123,C,0,1,0,1,2,0,0.5,1.0
91183,91143,B,1,1,1,0,5,2,0.3333333333333333,1.584962500721156
91193,91153,A,1,0,0,0,1,0,1.0,-0.0
91199,91159,C,0,0,1,0,1,0,1.0,-0.0
91229,91189,A,1,0,2,0,3,0,0.5555555555555556,0.9182958340544896
91237,91197,E,0,1,0,0,3,2,1.0,-0.0
91243,91203,B,0,1,2,0,4,1,0.5555555555555556,0.9182958340544896
91249,91209,E,0,0,1,0,2,1,1.0,-0.0
91253,91213,A,0,2,0,0,2,0,1.0,-0.0
91283,91243,C,0,0,1,0,1,0,1.0,-0.0
91291,91251,B,0,0,0,1,3,2,1.0,-0.0
91297,91257,E,0,1,1,0,3,1,0.5,1.0
91303,91263,B,0,2,0,0,3,1,1.0,-0.0
91309,91269,E,1,0,0,0,3,2,1.0,-0.0
91331,91291,C,0,0,1,0,1,0,1.0,-0.0
91367,91327,C,1,0,1,0,2,0,0.5,1.0
91369,91329,E,0,1,1,0,3,1,0.5,1.0
91373,91333,A,0,0,2,2,4,0,0.5,1.0
91381,91341,E,0,1,1,0,5,3,0.5,1.0
91387,91347,B,0,1,0,0,2,1,1.0,-0.0
91393,91353,E,1,0,1,0,3,1,0.5,1.0
91397,91357,A,1,0,2,0,3,0,0.5555555555555556,0.9182958340544896
91411,91371,B,1,0,2,0,4,1,0.5555555555555556,0.9182958340544896
91423,91383,B,0,0,1,1,3,1,0.5,1.0
91433,91393,A,1,0,0,0,1,0,1.0,-0.0
91453,91413,E,0,0,1,1,4,2,0.5,1.0
91457,91417,A,0,2,0,0,2,0,1.0,-0.0
91459,91419,B,0,0,1,1,3,1,0.5,1.0
91463,91423,C,0,0,1,0,1,0,1.0,-0.0
91493,91453,A,1,0,0,0,1,0,1.0,-0.0
91499,91459,C,0,0,1,0,1,0,1.0,-0.0
91513,91473,E,0,0,0,1,2,1,1.0,-0.0
91529,91489,A,0,0,0,2,2,0,1.0,-0.0
91541,91501,A,2,0,0,0,2,0,1.0,-0.0
91571,91531,C,1,1,0,1,3,0,0.3333333333333333,1.584962500721156
91573,91533,E,1,0,1,0,3,1,0.5,1.0
91577,91537,A,0,0,0,2,2,0,1.0,-0.0
91583,91543,C,1,0,1,0,2,0,0.5,1.0
91591,91551,B,1,0,0,0,2,1,1.0,-0.0
91621,91581,E,0,1,3,0,5,1,0.625,0.8112781244591328
91631,91591,C,0,0,1,0,1,0,1.0,-0.0
91639,91599,B,0,0,1,1,3,1,0.5,1.0
91673,91633,A,0,0,2,0,2,0,1.0,-0.0
91691,91651,C,1,0,1,0,2,0,0.5,1.0
91703,91663,C,1,1,0,1,3,0,0.3333333333333333,1.584962500721156
91711,91671,B,0,1,0,0,2,1,1.0,-0.0
91733,91693,A,0,0,2,0,2,0,1.0,-0.0
91753,91713,E,1,0,1,0,3,1,0.5,1.0
91757,91717,A,0,2,0,0,2,0,1.0,-0.0
91771,91731,B,1,0,0,0,2,1,1.0,-0.0
91781,91741,A,2,0,0,0,2,0,1.0,-0.0
91801,91761,E,1,0,0,1,3,1,0.5,1.0
91807,91767,B,3,0,0,0,4,1,1.0,-0.0
91811,91771,C,0,0,1,0,1,0,1.0,-0.0
91813,91773,E,0,0,1,1,6,4,0.5,1.0
91823,91783,C,0,1,0,1,2,0,0.5,1.0
91837,91797,E,1,0,0,1,3,1,0.5,1.0
91841,91801,A,1,0,0,0,1,0,1.0,-0.0
91867,91827,B,0,0,1,1,5,3,0.5,1.0
91873,91833,E,0,1,1,0,3,1,0.5,1.0
91909,91869,E,0,1,1,0,3,1,0.5,1.0
91921,91881,E,0,1,0,1,5,3,0.5,1.0
91939,91899,B,0,0,0,1,3,2,1.0,-0.0
91943,91903,C,0,0,3,0,3,0,1.0,-0.0
91951,91911,B,1,0,0,0,2,1,1.0,-0.0
91957,91917,E,0,0,2,0,4,2,1.0,-0.0
91961,91921,A,1,0,0,0,1,0,1.0,-0.0
91967,91927,C,1,1,0,1,3,0,0.3333333333333333,1.584962500721156
91969,91929,E,0,0,1,0,2,1,1.0,-0.0
91997,91957,A,1,0,0,0,1,0,1.0,-0.0
92003,91963,C,0,1,0,1,2,0,0.5,1.0
92009,91969,A,1,0,0,0,1,0,1.0,-0.0
92033,91993,A,0,0,0,2,2,0,1.0,-0.0
92041,92001,E,2,0,1,0,4,1,0.5555555555555556,0.9182958340544896
92051,92011,C,0,1,0,1,2,0,0.5,1.0
92077,92037,E,0,1,0,1,3,1,0.5,1.0
92083,92043,B,0,0,2,0,5,3,1.0,-0.0
92107,92067,B,0,1,0,0,2,1,1.0,-0.0
92111,92071,C,0,0,3,0,3,0,1.0,-0.0
92119,92079,B,1,0,1,0,4,2,0.5,1.0
92143,92103,B,0,0,1,1,3,1,0.5,1.0
92153,92113,A,0,0,2,0,2,0,1.0,-0.0
92173,92133,E,0,2,0,0,4,2,1.0,-0.0
92177,92137,A,0,0,2,0,2,0,1.0,-0.0
92179,92139,B,0,1,0,0,2,1,1.0,-0.0
92189,92149,A,0,0,2,0,2,0,1.0,-0.0
92203,92163,B,0,0,2,0,3,1,1.0,-0.0
92219,92179,C,0,0,1,0,1,0,1.0,-0.0
92221,92181,E,0,0,1,0,2,1,1.0,-0.0
92227,92187,B,0,0,1,0,3,2,1.0,-0.0
92233,92193,E,0,1,1,0,3,1,0.5,1.0
92237,92197,A,0,0,2,0,2,0,1.0,-0.0
92243,92203,C,0,0,1,0,1,0,1.0,-0.0
92251,92211,B,0,0,1,1,3,1,0.5,1.0
92269,92229,E,1,0,0,1,3,1,0.5,1.0
92297,92257,A,0,0,0,2,2,0,1.0,-0.0
92311,92271,B,1,0,0,0,2,1,1.0,-0.0
92317,92277,E,0,1,0,0,3,2,1.0,-0.0
92333,92293,A,1,2,0,0,3,0,0.5555555555555556,0.9182958340544896
92347,92307,B,0,2,0,0,3,1,1.0,-0.0
92353,92313,E,1,0,0,1,5,3,0.5,1.0
92357,92317,A,1,0,0,0,1,0,1.0,-0.0
92363,92323,C,1,0,1,2,4,0,0.375,1.5
92369,92329,A,0,0,2,0,2,0,1.0,-0.0
92377,92337,E,0,1,1,0,3,1,0.5,1.0
92381,92341,A,0,0,0,2,2,0,1.0,-0.0
92383,92343,B,1,0,0,0,2,1,1.0,-0.0
92387,92347,C,0,0,1,0,1,0,1.0,-0.0
92399,92359,C,1,0,1,0,2,0,0.5,1.0
92401,92361,E,0,1,0,1,3,1,0.5,1.0
92413,92373,E,0,1,1,0,3,1,0.5,1.0
92419,92379,B,0,1,1,1,4,1,0.3333333333333333,1.584962500721156
92431,92391,B,1,0,1,1,4,1,0.3333333333333333,1.584962500721156
92459,92419,C,0,0,1,0,1,0,1.0,-0.0
92461,92421,E,0,0,2,0,6,4,1.0,-0.0
92467,92427,B,0,1,0,0,2,1,1.0,-0.0
92479,92439,B,0,0,0,1,3,2,1.0,-0.0
92489,92449,A,0,1,1,1,3,0,0.3333333333333333,1.584962500721156
92503,92463,B,1,1,2,0,5,1,0.375,1.5
92507,92467,C,0,0,1,0,1,0,1.0,-0.0
92551,92511,B,1,0,1,0,4,2,0.5,1.0
92557,92517,E,0,0,0,1,2,1,1.0,-0.0
92567,92527,C,1,0,1,0,2,0,0.5,1.0
92569,92529,E,0,1,0,1,5,3,0.5,1.0
92581,92541,E,1,0,1,0,3,1,0.5,1.0
92593,92553,E,0,0,0,1,2,1,1.0,-0.0
92623,92583,B,0,0,1,0,7,6,1.0,-0.0
92627,92587,C,0,0,1,2,3,0,0.5555555555555556,0.9182958340544896
92639,92599,C,1,1,0,1,3,0,0.3333333333333333,1.584962500721156
92641,92601,E,0,1,0,0,3,2,1.0,-0.0
92647,92607,B,0,1,0,0,2,1,1.0,-0.0
92657,92617,A,0,1,1,1,3,0,0.3333333333333333,1.584962500721156
92669,92629,A,0,0,2,0,2,0,1.0,-0.0
92671,92631,B,0,1,1,1,4,1,0.3333333333333333,1.584962500721156
92681,92641,A,1,0,0,0,1,0,1.0,-0.0
92683,92643,B,0,1,0,0,2,1,1.0,-0.0
92693,92653,A,0,0,0,2,2,0,1.0,-0.0
92699,92659,C,1,0,3,0,4,0,0.625,0.8112781244591328
92707,92667,B,0,1,1,1,4,1,0.3333333333333333,1.584962500721156
92717,92677,A,2,0,0,0,2,0,1.0,-0.0
92723,92683,C,0,0,1,0,1,0,1.0,-0.0
