p,d_40,eabc_p,e_d,a_d,b_d,c_d,omega_d,shell_d,H_d,E_d
3461,3421,A,0,0,0,2,2,0,1.0,-0.0
3463,3423,B,0,0,2,0,3,1,1.0,-0.0
3467,3427,C,0,1,0,1,2,0,0.5,1.0
3469,3429,E,0,0,1,0,4,3,1.0,-0.0
3491,3451,C,0,2,1,0,3,0,0.5555555555555556,0.9182958340544896
3499,3459,B,1,0,0,0,2,1,1.0,-0.0
3511,3471,B,1,1,0,0,3,1,0.5,1.0
3517,3477,E,1,0,1,0,3,1,0.5,1.0
3527,3487,C,0,1,0,1,2,0,0.5,1.0
3529,3489,E,0,0,0,1,2,1,1.0,-0.0
3533,3493,A,0,0,2,0,2,0,1.0,-0.0
3539,3499,C,0,0,1,0,1,0,1.0,-0.0
3541,3501,E,0,1,0,0,3,2,1.0,-0.0
3547,3507,B,0,0,1,1,3,1,0.5,1.0
3557,3517,A,1,0,0,0,1,0,1.0,-0.0
3559,3519,B,0,1,0,1,4,2,0.5,1.0
3571,3531,B,0,0,0,2,3,1,1.0,-0.0
3581,3541,A,1,0,0,0,1,0,1.0,-0.0
3583,3543,B,0,1,0,0,2,1,1.0,-0.0
3593,3553,A,0,1,1,1,3,0,0.3333333333333333,1.584962500721156
3607,3567,B,0,2,0,0,3,1,1.0,-0.0
3613,3573,E,1,0,0,0,3,2,1.0,-0.0
3617,3577,A,1,0,2,0,3,0,0.5555555555555556,0.9182958340544896
3623,3583,C,0,0,1,0,1,0,1.0,-0.0
3631,3591,B,0,0,2,0,5,3,1.0,-0.0
3637,3597,E,1,0,0,1,3,1,0.5,1.0
3643,3603,B,1,0,0,0,2,1,1.0,-0.0
3659,3619,C,0,0,1,2,3,0,0.5555555555555556,0.9182958340544896
3671,3631,C,0,0,1,0,1,0,1.0,-0.0
3673,3633,E,0,1,1,0,3,1,0.5,1.0
3677,3637,A,1,0,0,0,1,0,1.0,-0.0
3691,3651,B,0,1,0,0,2,1,1.0,-0.0
3697,3657,E,0,1,0,1,3,1,0.5,1.0
3701,3661,A,0,0,2,0,2,0,1.0,-0.0
3709,3669,E,0,0,0,1,2,1,1.0,-0.0
3719,3679,C,1,0,1,0,2,0,0.5,1.0
3727,3687,B,0,1,0,0,2,1,1.0,-0.0
3733,3693,E,0,0,1,0,2,1,1.0,-0.0
3739,3699,B,0,1,0,0,4,3,1.0,-0.0
3761,3721,A,2,0,0,0,2,0,1.0,-0.0
3767,3727,C,0,0,1,0,1,0,1.0,-0.0
3769,3729,E,0,1,0,1,3,1,0.5,1.0
3779,3739,C,0,0,1,0,1,0,1.0,-0.0
3793,3753,E,0,0,1,0,4,3,1.0,-0.0
3797,3757,A,1,2,0,0,3,0,0.5555555555555556,0.9182958340544896
3803,3763,C,0,1,0,1,2,0,0.5,1.0
3821,3781,A,0,0,2,0,2,0,1.0,-0.0
3823,3783,B,2,0,0,0,3,1,1.0,-0.0
3833,3793,A,1,0,0,0,1,0,1.0,-0.0
3847,3807,B,0,0,0,1,5,4,1.0,-0.0
3851,3811,C,1,0,1,0,2,0,0.5,1.0
3853,3813,E,0,1,1,0,3,1,0.5,1.0
3863,3823,C,0,0,1,0,1,0,1.0,-0.0
3877,3837,E,0,0,1,0,2,1,1.0,-0.0
3881,3841,A,0,0,0,2,2,0,1.0,-0.0
3889,3849,E,0,0,0,1,2,1,1.0,-0.0
3907,3867,B,0,1,0,0,2,1,1.0,-0.0
3911,3871,C,0,0,3,0,3,0,1.0,-0.0
3917,3877,A,1,0,0,0,1,0,1.0,-0.0
3919,3879,B,0,0,0,1,3,2,1.0,-0.0
3923,3883,C,0,1,0,1,2,0,0.5,1.0
3929,3889,A,1,0,0,0,1,0,1.0,-0.0
3931,3891,B,1,0,0,0,2,1,1.0,-0.0
3943,3903,B,0,1,0,0,2,1,1.0,-0.0
3947,3907,C,0,0,1,0,1,0,1.0,-0.0
3967,3927,B,0,1,1,1,4,1,0.3333333333333333,1.584962500721156
3989,3949,A,0,0,0,2,2,0,1.0,-0.0
4001,3961,A,0,2,0,0,2,0,1.0,-0.0
4003,3963,B,1,0,0,0,2,1,1.0,-0.0
4007,3967,C,0,0,1,0,1,0,1.0,-0.0
4013,3973,A,0,2,0,0,2,0,1.0,-0.0
4019,3979,C,0,1,0,1,2,0,0.5,1.0
4021,3981,E,0,0,1,0,2,1,1.0,-0.0
4027,3987,B,0,0,0,1,3,2,1.0,-0.0
4049,4009,A,0,0,2,0,2,0,1.0,-0.0
4051,4011,B,0,0,1,1,3,1,0.5,1.0
4057,4017,E,1,0,1,0,3,1,0.5,1.0
4073,4033,A,2,0,0,0,2,0,1.0,-0.0
4079,4039,C,1,0,1,0,2,0,0.5,1.0
4091,4051,C,0,0,1,0,1,0,1.0,-0.0
4093,4053,E,1,0,1,0,3,1,0.5,1.0
4099,4059,B,0,1,0,1,4,2,0.5,1.0
4111,4071,B,0,0,0,2,3,1,1.0,-0.0
4127,4087,C,1,0,1,0,2,0,0.5,1.0
4129,4089,E,0,1,0,1,3,1,0.5,1.0
4133,4093,A,1,0,0,0,1,0,1.0,-0.0
4139,4099,C,0,0,1,0,1,0,1.0,-0.0
4153,4113,E,1,0,0,0,3,2,1.0,-0.0
4157,4117,A,0,0,0,2,2,0,1.0,-0.0
4159,4119,B,0,1,0,0,2,1,1.0,-0.0
4177,4137,E,0,1,1,0,3,1,0.5,1.0
4201,4161,E,1,0,1,0,3,1,0.5,1.0
4211,4171,C,1,0,1,0,2,0,0.5,1.0
4217,4177,A,1,0,0,0,1,0,1.0,-0.0
4219,4179,B,0,0,2,0,3,1,1.0,-0.0
4229,4189,A,0,0,0,2,2,0,1.0,-0.0
4231,4191,B,0,0,1,1,3,1,0.5,1.0
4241,4201,A,1,0,0,0,1,0,1.0,-0.0
4243,4203,B,0,0,0,1,3,2,1.0,-0.0
4253,4213,A,0,0,0,2,2,0,1.0,-0.0
4259,4219,C,0,0,1,0,1,0,1.0,-0.0
4261,4221,E,0,0,2,0,4,2,1.0,-0.0
4271,4231,C,0,0,1,0,1,0,1.0,-0.0
4273,4233,E,0,1,0,1,3,1,0.5,1.0
4283,4243,C,0,0,1,0,1,0,1.0,-0.0
4289,4249,A,0,0,2,0,2,0,1.0,-0.0
4297,4257,E,0,0,1,1,4,2,0.5,1.0
4327,4287,B,1,0,0,0,2,1,1.0,-0.0
4337,4297,A,1,0,0,0,1,0,1.0,-0.0
4339,4299,B,0,1,0,0,2,1,1.0,-0.0
4349,4309,A,0,0,2,0,2,0,1.0,-0.0
4357,4317,E,0,0,0,1,2,1,1.0,-0.0
4363,4323,B,0,0,0,2,3,1,1.0,-0.0
4373,4333,A,0,0,2,0,2,0,1.0,-0.0
4391,4351,C,1,0,1,0,2,0,0.5,1.0
4397,4357,A,1,0,0,0,1,0,1.0,-0.0
4409,4369,A,0,2,0,0,2,0,1.0,-0.0
4421,4381,A,2,0,0,0,2,0,1.0,-0.0
4423,4383,B,0,0,1,0,3,2,1.0,-0.0
4441,4401,E,0,0,1,0,4,3,1.0,-0.0
4447,4407,B,1,1,0,0,3,1,0.5,1.0
4451,4411,C,0,1,0,1,2,0,0.5,1.0
4457,4417,A,0,0,2,0,2,0,1.0,-0.0
4463,4423,C,0,0,1,0,1,0,1.0,-0.0
4481,4441,A,1,0,0,0,1,0,1.0,-0.0
4483,4443,B,0,1,0,0,2,1,1.0,-0.0
4493,4453,A,2,0,0,0,2,0,1.0,-0.0
4507,4467,B,1,0,0,0,2,1,1.0,-0.0
4513,4473,E,0,0,1,1,4,2,0.5,1.0
4517,4477,A,1,0,0,2,3,0,0.5555555555555556,0.9182958340544896
4519,4479,B,0,1,0,0,2,1,1.0,-0.0
4523,4483,C,0,0,1,0,1,0,1.0,-0.0
4547,4507,C,0,0,1,0,1,0,1.0,-0.0
4549,4509,E,0,0,0,1,4,3,1.0,-0.0
4561,4521,E,0,1,0,1,3,1,0.5,1.0
4567,4527,B,0,0,0,1,3,2,1.0,-0.0
4583,4543,C,0,0,1,2,3,0,0.5555555555555556,0.9182958340544896
4591,4551,B,1,1,0,0,3,1,0.5,1.0
4597,4557,E,0,0,3,0,4,1,1.0,-0.0
4603,4563,B,2,0,0,0,5,3,1.0,-0.0
4621,4581,E,0,1,0,0,3,2,1.0,-0.0
4637,4597,A,1,0,0,0,1,0,1.0,-0.0
4639,4599,B,1,0,1,0,4,2,0.5,1.0
4643,4603,C,0,0,1,0,1,0,1.0,-0.0
4649,4609,A,0,0,0,2,2,0,1.0,-0.0
4651,4611,B,0,2,0,0,3,1,1.0,-0.0
4657,4617,E,0,0,1,0,6,5,1.0,-0.0
4663,4623,B,0,0,1,1,3,1,0.5,1.0
4673,4633,A,0,2,0,0,2,0,1.0,-0.0
4679,4639,C,0,0,1,0,1,0,1.0,-0.0
4691,4651,C,0,0,1,0,1,0,1.0,-0.0
4703,4663,C,0,0,1,0,1,0,1.0,-0.0
4721,4681,A,0,0,2,0,2,0,1.0,-0.0
4723,4683,B,0,0,2,0,3,1,1.0,-0.0
4729,4689,E,0,1,0,0,3,2,1.0,-0.0
4733,4693,A,1,0,2,0,3,0,0.5555555555555556,0.9182958340544896
4751,4711,C,1,0,1,0,2,0,0.5,1.0
4759,4719,B,1,0,0,2,4,1,0.5555555555555556,0.9182958340544896
4783,4743,B,0,1,1,0,4,2,0.5,1.0
4787,4747,C,0,1,0,1,2,0,0.5,1.0
4789,4749,E,0,0,0,1,2,1,1.0,-0.0
4793,4753,A,1,0,2,0,3,0,0.5555555555555556,0.9182958340544896
4799,4759,C,0,0,1,0,1,0,1.0,-0.0
4801,4761,E,0,0,0,2,4,2,1.0,-0.0
4813,4773,E,1,0,1,0,3,1,0.5,1.0
4817,4777,A,0,2,0,0,2,0,1.0,-0.0
4831,4791,B,1,0,0,0,2,1,1.0,-0.0
4861,4821,E,0,0,0,1,2,1,1.0,-0.0
4871,4831,C,0,0,1,0,1,0,1.0,-0.0
4877,4837,A,0,0,2,0,2,0,1.0,-0.0
4889,4849,A,2,0,0,0,2,0,1.0,-0.0
4903,4863,B,1,0,0,0,2,1,1.0,-0.0
4909,4869,E,1,0,0,0,3,2,1.0,-0.0
4919,4879,C,0,2,1,0,3,0,0.5555555555555556,0.9182958340544896
4931,4891,C,1,0,1,0,2,0,0.5,1.0
4933,4893,E,0,1,1,0,3,1,0.5,1.0
4937,4897,A,0,0,0,2,2,0,1.0,-0.0
4943,4903,C,0,0,1,0,1,0,1.0,-0.0
4951,4911,B,0,1,0,0,2,1,1.0,-0.0
4957,4917,E,0,1,0,1,3,1,0.5,1.0
4967,4927,C,1,0,1,0,2,0,0.5,1.0
4969,4929,E,0,1,1,0,3,1,0.5,1.0
4973,4933,A,1,0,0,0,1,0,1.0,-0.0
4987,4947,B,1,1,0,0,3,1,0.5,1.0
4993,4953,E,1,0,1,0,3,1,0.5,1.0
4999,4959,B,0,1,1,0,4,2,0.5,1.0
5003,4963,C,1,0,1,0,2,0,0.5,1.0
5009,4969,A,1,0,0,0,1,0,1.0,-0.0
5011,4971,B,1,0,0,0,2,1,1.0,-0.0
5021,4981,A,0,2,0,0,2,0,1.0,-0.0
5023,4983,B,0,0,1,1,3,1,0.5,1.0
5039,4999,C,0,0,1,0,1,0,1.0,-0.0
5051,5011,C,0,0,1,0,1,0,1.0,-0.0
5059,5019,B,0,0,1,1,3,1,0.5,1.0
5077,5037,E,1,0,0,1,3,1,0.5,1.0
5081,5041,A,0,0,0,2,2,0,1.0,-0.0
5087,5047,C,0,0,3,0,3,0,1.0,-0.0
5099,5059,C,0,0,1,0,1,0,1.0,-0.0
5101,5061,E,1,0,1,0,3,1,0.5,1.0
5107,5067,B,0,0,0,1,3,2,1.0,-0.0
5113,5073,E,0,1,1,0,3,1,0.5,1.0
5119,5079,B,1,0,0,0,2,1,1.0,-0.0
5147,5107,C,0,0,1,0,1,0,1.0,-0.0
5153,5113,A,1,0,0,0,1,0,1.0,-0.0
5167,5127,B,0,1,0,0,2,1,1.0,-0.0
5171,5131,C,1,0,1,0,2,0,0.5,1.0
5179,5139,B,0,0,1,0,3,2,1.0,-0.0
5189,5149,A,0,0,2,0,2,0,1.0,-0.0
5197,5157,E,0,0,0,1,4,3,1.0,-0.0
5209,5169,E,0,0,1,0,2,1,1.0,-0.0
5227,5187,B,1,0,2,0,4,1,0.5555555555555556,0.9182958340544896
5231,5191,C,0,1,0,1,2,0,0.5,1.0
5233,5193,E,1,0,0,0,3,2,1.0,-0.0
5237,5197,A,1,0,0,0,1,0,1.0,-0.0
5261,5221,A,0,0,0,2,2,0,1.0,-0.0
5273,5233,A,1,0,0,0,1,0,1.0,-0.0
5279,5239,C,2,0,1,0,3,0,0.5555555555555556,0.9182958340544896
5281,5241,E,0,0,1,0,2,1,1.0,-0.0
5297,5257,A,0,0,2,0,2,0,1.0,-0.0
5303,5263,C,1,0,1,0,2,0,0.5,1.0
5309,5269,A,0,0,0,2,2,0,1.0,-0.0
5323,5283,B,0,0,0,1,3,2,1.0,-0.0
5333,5293,A,0,0,2,0,2,0,1.0,-0.0
5347,5307,B,1,1,0,0,3,1,0.5,1.0
5351,5311,C,0,1,0,1,2,0,0.5,1.0
5381,5341,A,1,0,2,0,3,0,0.5555555555555556,0.9182958340544896
5387,5347,C,0,0,1,0,1,0,1.0,-0.0
5393,5353,A,0,2,0,0,2,0,1.0,-0.0
5399,5359,C,0,1,0,1,2,0,0.5,1.0
5407,5367,B,1,0,0,0,2,1,1.0,-0.0
5413,5373,E,0,0,1,0,4,3,1.0,-0.0
5417,5377,A,0,0,2,0,2,0,1.0,-0.0
5419,5379,B,0,0,1,1,3,1,0.5,1.0
5431,5391,B,0,0,0,1,3,2,1.0,-0.0
5437,5397,E,0,1,1,0,3,1,0.5,1.0
5441,5401,A,0,0,0,2,2,0,1.0,-0.0
5443,5403,B,1,0,0,0,2,1,1.0,-0.0
5449,5409,E,1,0,0,0,3,2,1.0,-0.0
5471,5431,C,0,0,1,0,1,0,1.0,-0.0
5477,5437,A,1,0,0,0,1,0,1.0,-0.0
5479,5439,B,1,0,2,0,4,1,0.5555555555555556,0.9182958340544896
5483,5443,C,0,0,1,0,1,0,1.0,-0.0
5501,5461,A,0,0,2,0,2,0,1.0,-0.0
5503,5463,B,0,0,1,0,3,2,1.0,-0.0
5507,5467,C,0,0,1,2,3,0,0.5555555555555556,0.9182958340544896
5519,5479,C,0,0,1,0,1,0,1.0,-0.0
5521,5481,E,0,1,1,0,5,3,0.5,1.0
5527,5487,B,0,0,1,1,3,1,0.5,1.0
5531,5491,C,0,2,1,0,3,0,0.5555555555555556,0.9182958340544896
5557,5517,E,1,0,0,0,3,2,1.0,-0.0
5563,5523,B,0,0,1,1,3,1,0.5,1.0
5569,5529,E,1,0,1,0,3,1,0.5,1.0
5573,5533,A,0,0,0,2,2,0,1.0,-0.0
5581,5541,E,0,0,0,1,2,1,1.0,-0.0
5591,5551,C,2,0,1,0,3,0,0.5555555555555556,0.9182958340544896
5623,5583,B,1,0,0,0,2,1,1.0,-0.0
5639,5599,C,0,1,0,1,2,0,0.5,1.0
5641,5601,E,0,0,1,0,2,1,1.0,-0.0
5647,5607,B,0,1,1,0,4,2,0.5,1.0
5651,5611,C,1,0,1,0,2,0,0.5,1.0
5653,5613,E,0,0,0,1,2,1,1.0,-0.0
5657,5617,A,0,2,0,0,2,0,1.0,-0.0
5659,5619,B,1,0,0,0,2,1,1.0,-0.0
5669,5629,A,2,0,0,0,2,0,1.0,-0.0
5683,5643,B,0,0,1,1,5,3,0.5,1.0
5689,5649,E,0,1,1,0,3,1,0.5,1.0
5693,5653,A,1,0,0,0,1,0,1.0,-0.0
5701,5661,E,1,1,0,0,4,2,0.5,1.0
5711,5671,C,0,1,0,1,2,0,0.5,1.0
5717,5677,A,0,0,2,0,2,0,1.0,-0.0
5737,5697,E,0,0,1,0,4,3,1.0,-0.0
5741,5701,A,1,0,0,0,1,0,1.0,-0.0
5743,5703,B,0,1,0,0,2,1,1.0,-0.0
5749,5709,E,0,1,0,1,3,1,0.5,1.0
5779,5739,B,0,1,0,0,2,1,1.0,-0.0
5783,5743,C,0,0,1,0,1,0,1.0,-0.0
5791,5751,B,0,0,0,1,5,4,1.0,-0.0
5801,5761,A,0,0,2,0,2,0,1.0,-0.0
5807,5767,C,1,0,1,0,2,0,0.5,1.0
5813,5773,A,0,0,0,2,2,0,1.0,-0.0
5821,5781,E,0,1,0,1,3,1,0.5,1.0
5827,5787,B,0,0,1,0,3,2,1.0,-0.0
5839,5799,B,1,0,0,0,2,1,1.0,-0.0
5843,5803,C,1,0,1,0,2,0,0.5,1.0
5849,5809,A,2,0,0,0,2,0,1.0,-0.0
5851,5811,B,1,1,0,0,3,1,0.5,1.0
5857,5817,E,1,0,1,0,3,1,0.5,1.0
5861,5821,A,1,0,0,0,1,0,1.0,-0.0
5867,5827,C,0,0,1,0,1,0,1.0,-0.0
5869,5829,E,0,1,1,0,3,1,0.5,1.0
5879,5839,C,0,0,1,0,1,0,1.0,-0.0
5881,5841,E,0,0,0,2,4,2,1.0,-0.0
5897,5857,A,1,0,0,0,1,0,1.0,-0.0
5903,5863,C,1,1,0,1,3,0,0.3333333333333333,1.584962500721156
5923,5883,B,1,1,0,0,3,1,0.5,1.0
5927,5887,C,0,2,1,0,3,0,0.5555555555555556,0.9182958340544896
5939,5899,C,0,1,0,1,2,0,0.5,1.0
5953,5913,E,1,0,0,0,5,4,1.0,-0.0
5981,5941,A,2,0,0,0,2,0,1.0,-0.0
5987,5947,C,1,0,1,0,2,0,0.5,1.0
6007,5967,B,1,1,0,0,5,3,0.5,1.0
6011,5971,C,1,0,1,0,2,0,0.5,1.0
6029,5989,A,0,2,0,0,2,0,1.0,-0.0
6037,5997,E,0,0,1,0,2,1,1.0,-0.0
6043,6003,B,0,1,0,1,4,2,0.5,1.0
6047,6007,C,0,0,1,0,1,0,1.0,-0.0
6053,6013,A,0,0,2,0,2,0,1.0,-0.0
6067,6027,B,0,1,2,0,4,1,0.5555555555555556,0.9182958340544896
6073,6033,E,0,0,1,0,2,1,1.0,-0.0
6079,6039,B,1,0,0,1,4,2,0.5,1.0
6089,6049,A,0,0,0,2,2,0,1.0,-0.0
6091,6051,B,1,0,0,0,2,1,1.0,-0.0
6101,6061,A,0,1,1,1,3,0,0.3333333333333333,1.584962500721156
6113,6073,A,1,0,0,0,1,0,1.0,-0.0
6121,6081,E,0,0,0,1,2,1,1.0,-0.0
6131,6091,C,0,0,1,0,1,0,1.0,-0.0
6133,6093,E,0,1,0,0,3,2,1.0,-0.0
6143,6103,C,0,1,0,1,2,0,0.5,1.0
6151,6111,B,1,0,1,0,4,2,0.5,1.0
6163,6123,B,2,0,0,0,3,1,1.0,-0.0
6173,6133,A,1,0,0,0,1,0,1.0,-0.0
6197,6157,A,0,0,0,2,2,0,1.0,-0.0
6199,6159,B,1,0,0,0,2,1,1.0,-0.0
6203,6163,C,0,0,1,0,1,0,1.0,-0.0
6211,6171,B,0,1,0,2,4,1,0.5555555555555556,0.9182958340544896
6217,6177,E,0,1,0,1,3,1,0.5,1.0
6221,6181,A,0,0,2,0,2,0,1.0,-0.0
6229,6189,E,0,0,0,1,2,1,1.0,-0.0
6247,6207,B,0,1,0,0,2,1,1.0,-0.0
6257,6217,A,1,0,0,0,1,0,1.0,-0.0
6263,6223,C,0,0,3,0,3,0,1.0,-0.0
6269,6229,A,1,0,0,0,1,0,1.0,-0.0
6271,6231,B,0,0,2,0,3,1,1.0,-0.0
6277,6237,E,0,0,1,1,6,4,0.5,1.0
6287,6247,C,0,0,1,0,1,0,1.0,-0.0
6299,6259,C,0,1,0,1,2,0,0.5,1.0
6301,6261,E,0,0,0,1,2,1,1.0,-0.0
6311,6271,C,0,0,1,0,1,0,1.0,-0.0
6317,6277,A,1,0,0,0,1,0,1.0,-0.0
6323,6283,C,1,0,1,0,2,0,0.5,1.0
6329,6289,A,0,0,2,0,2,0,1.0,-0.0
6337,6297,E,0,0,0,1,2,1,1.0,-0.0
6343,6303,B,0,0,0,2,3,1,1.0,-0.0
6353,6313,A,0,0,0,2,2,0,1.0,-0.0
6359,6319,C,0,1,0,1,2,0,0.5,1.0
6361,6321,E,0,0,3,0,4,1,1.0,-0.0
6367,6327,B,1,0,1,0,4,2,0.5,1.0
6373,6333,E,0,0,0,1,2,1,1.0,-0.0
6379,6339,B,1,0,0,0,2,1,1.0,-0.0
6389,6349,A,0,0,2,0,2,0,1.0,-0.0
6397,6357,E,1,0,1,0,3,1,0.5,1.0
6421,6381,E,1,0,0,0,3,2,1.0,-0.0
6427,6387,B,0,1,0,0,2,1,1.0,-0.0
6449,6409,A,1,2,0,0,3,0,0.5555555555555556,0.9182958340544896
6451,6411,B,1,0,0,0,2,1,1.0,-0.0
6469,6429,E,0,0,1,0,2,1,1.0,-0.0
6473,6433,A,0,0,2,0,2,0,1.0,-0.0
6481,6441,E,0,1,1,0,3,1,0.5,1.0
6491,6451,C,0,0,1,0,1,0,1.0,-0.0
6521,6481,A,1,0,0,0,1,0,1.0,-0.0
6529,6489,E,0,0,2,0,4,2,1.0,-0.0
6547,6507,B,1,0,0,0,4,3,1.0,-0.0
6551,6511,C,0,1,0,1,2,0,0.5,1.0
6553,6513,E,1,0,0,1,3,1,0.5,1.0
6563,6523,C,0,1,0,1,2,0,0.5,1.0
6569,6529,A,1,0,0,0,1,0,1.0,-0.0
6571,6531,B,0,0,1,1,3,1,0.5,1.0
6577,6537,E,0,0,1,0,2,1,1.0,-0.0
6581,6541,A,0,0,2,0,2,0,1.0,-0.0
6599,6559,C,1,0,1,0,2,0,0.5,1.0
6607,6567,B,0,0,1,1,3,1,0.5,1.0
6619,6579,B,0,1,1,0,4,2,0.5,1.0
6637,6597,E,1,0,0,0,3,2,1.0,-0.0
6653,6613,A,0,2,0,0,2,0,1.0,-0.0
6659,6619,C,0,0,1,0,1,0,1.0,-0.0
6661,6621,E,0,0,0,1,2,1,1.0,-0.0
6673,6633,E,0,0,1,1,4,2,0.5,1.0
6679,6639,B,0,1,0,0,2,1,1.0,-0.0
6689,6649,A,2,0,0,0,2,0,1.0,-0.0
6691,6651,B,0,0,1,0,3,2,1.0,-0.0
6701,6661,A,1,0,0,0,1,0,1.0,-0.0
6703,6663,B,1,0,0,0,2,1,1.0,-0.0
6709,6669,E,1,0,1,0,5,3,0.5,1.0
6719,6679,C,0,0,1,0,1,0,1.0,-0.0
6733,6693,E,1,0,0,1,3,1,0.5,1.0
6737,6697,A,2,0,0,0,2,0,1.0,-0.0
6761,6721,A,1,0,0,2,3,0,0.5555555555555556,0.9182958340544896
6763,6723,B,0,0,0,1,5,4,1.0,-0.0
6779,6739,C,0,1,0,1,2,0,0.5,1.0
6781,6741,E,0,0,1,1,4,2,0.5,1.0
6791,6751,C,1,0,1,0,2,0,0.5,1.0
6793,6753,E,0,0,1,0,2,1,1.0,-0.0
6803,6763,C,0,0,1,0,1,0,1.0,-0.0
6823,6783,B,0,1,2,0,4,1,0.5555555555555556,0.9182958340544896
6827,6787,C,0,1,0,1,2,0,0.5,1.0
6829,6789,E,1,0,1,0,3,1,0.5,1.0
6833,6793,A,1,0,0,0,1,0,1.0,-0.0
6841,6801,E,0,0,0,1,2,1,1.0,-0.0
6857,6817,A,0,2,0,0,2,0,1.0,-0.0
6863,6823,C,0,0,1,0,1,0,1.0,-0.0
6869,6829,A,1,0,0,0,1,0,1.0,-0.0
6871,6831,B,0,0,0,2,5,3,1.0,-0.0
6883,6843,B,1,0,0,0,2,1,1.0,-0.0
6899,6859,C,0,0,3,0,3,0,1.0,-0.0
6907,6867,B,1,0,1,0,4,2,0.5,1.0
6911,6871,C,0,0,1,0,1,0,1.0,-0.0
6917,6877,A,1,0,0,2,3,0,0.5555555555555556,0.9182958340544896
6947,6907,C,0,0,1,0,1,0,1.0,-0.0
6949,6909,E,0,0,2,1,4,1,0.5555555555555556,0.9182958340544896
6959,6919,C,1,1,0,1,3,0,0.3333333333333333,1.584962500721156
6961,6921,E,1,0,0,0,3,2,1.0,-0.0
6967,6927,B,0,1,0,0,2,1,1.0,-0.0
6971,6931,C,0,1,0,1,2,0,0.5,1.0
6977,6937,A,0,0,2,0,2,0,1.0,-0.0
6983,6943,C,0,1,0,1,2,0,0.5,1.0
6991,6951,B,0,0,2,0,3,1,1.0,-0.0
6997,6957,E,0,1,0,0,3,2,1.0,-0.0
7001,6961,A,1,0,0,0,1,0,1.0,-0.0
7013,6973,A,0,0,2,0,2,0,1.0,-0.0
7019,6979,C,1,0,1,0,2,0,0.5,1.0
7027,6987,B,0,2,0,0,3,1,1.0,-0.0
7039,6999,B,0,1,0,0,2,1,1.0,-0.0
7043,7003,C,0,1,0,1,2,0,0.5,1.0
7057,7017,E,0,0,0,1,2,1,1.0,-0.0
7069,7029,E,0,0,0,2,4,2,1.0,-0.0
7079,7039,C,0,0,1,0,1,0,1.0,-0.0
7103,7063,C,1,0,1,0,2,0,0.5,1.0
7109,7069,A,1,0,0,0,1,0,1.0,-0.0
7121,7081,A,2,0,0,0,2,0,1.0,-0.0
7127,7087,C,1,0,1,0,2,0,0.5,1.0
7129,7089,E,0,1,1,0,3,1,0.5,1.0
7151,7111,C,1,0,1,0,2,0,0.5,1.0
7159,7119,B,0,1,1,0,4,2,0.5,1.0
7177,7137,E,2,0,0,0,4,2,1.0,-0.0
7187,7147,C,1,0,1,0,2,0,0.5,1.0
7193,7153,A,0,0,0,2,2,0,1.0,-0.0
7207,7167,B,1,0,0,0,2,1,1.0,-0.0
7211,7171,C,0,1,0,1,2,0,0.5,1.0
7213,7173,E,0,1,0,0,3,2,1.0,-0.0
7219,7179,B,0,1,0,0,2,1,1.0,-0.0
7229,7189,A,1,0,2,0,3,0,0.5555555555555556,0.9182958340544896
7237,7197,E,0,0,0,1,2,1,1.0,-0.0
7243,7203,B,0,0,4,0,5,1,1.0,-0.0
7247,7207,C,0,0,1,0,1,0,1.0,-0.0
7253,7213,A,1,0,0,0,1,0,1.0,-0.0
7283,7243,C,0,0,1,0,1,0,1.0,-0.0
7297,7257,E,0,1,0,1,3,1,0.5,1.0
7307,7267,C,2,0,1,0,3,0,0.5555555555555556,0.9182958340544896
7309,7269,E,0,0,0,1,2,1,1.0,-0.0
7321,7281,E,0,1,0,0,3,2,1.0,-0.0
7331,7291,C,0,1,0,1,2,0,0.5,1.0
7333,7293,E,1,1,0,1,4,1,0.3333333333333333,1.584962500721156
7349,7309,A,1,0,0,0,1,0,1.0,-0.0
7351,7311,B,1,0,0,0,2,1,1.0,-0.0
7369,7329,E,1,0,1,0,3,1,0.5,1.0
7393,7353,E,0,0,2,0,4,2,1.0,-0.0
7411,7371,B,1,0,1,0,6,4,0.5,1.0
7417,7377,E,0,0,0,1,2,1,1.0,-0.0
7433,7393,A,1,0,0,0,1,0,1.0,-0.0
7451,7411,C,0,0,1,0,1,0,1.0,-0.0
7457,7417,A,1,0,0,0,1,0,1.0,-0.0
7459,7419,B,1,0,0,0,2,1,1.0,-0.0
7477,7437,E,1,0,1,0,3,1,0.5,1.0
7481,7441,A,0,0,2,0,2,0,1.0,-0.0
7487,7447,C,0,1,0,1,2,0,0.5,1.0
7489,7449,E,1,0,0,1,3,1,0.5,1.0
7499,7459,C,0,0,1,0,1,0,1.0,-0.0
7507,7467,B,0,0,1,1,3,1,0.5,1.0
7517,7477,A,1,0,0,0,1,0,1.0,-0.0
7523,7483,C,1,0,1,0,2,0,0.5,1.0
7529,7489,A,1,0,0,0,1,0,1.0,-0.0
7537,7497,E,0,1,2,0,5,2,0.5555555555555556,0.9182958340544896
7541,7501,A,2,0,0,0,2,0,1.0,-0.0
7547,7507,C,0,0,1,0,1,0,1.0,-0.0
7549,7509,E,0,0,1,0,2,1,1.0,-0.0
